school,student,variable,normexam_value,sex_value,schgend_value,type_value
15,176.0,normexam,-1.118624,F,mixed,Mxd
15,181.0,normexam,0.0043222,F,mixed,Mxd
15,184.0,normexam,-0.623051,M,mixed,Mxd
15,165.0,normexam,2.1029752,F,mixed,Mxd
15,163.0,normexam,0.9675862,M,mixed,Mxd
15,173.0,normexam,-0.699505,M,mixed,Mxd
15,171.0,normexam,-0.85267,F,mixed,Mxd
15,167.0,normexam,0.4781942,F,mixed,Mxd
15,170.0,normexam,0.4026692,F,mixed,Mxd
15,199.0,normexam,1.1094382,M,mixed,Mxd
15,197.0,normexam,1.5792202,M,mixed,Mxd
15,201.0,normexam,-0.062088,M,mixed,Mxd
15,203.0,normexam,0.1340672,F,mixed,Mxd
15,188.0,normexam,-0.419801,M,mixed,Mxd
15,189.0,normexam,0.6107292,F,mixed,Mxd
15,187.0,normexam,-0.197611,M,mixed,Mxd
15,186.0,normexam,0.6107292,M,mixed,Mxd
15,195.0,normexam,-2.510121,M,mixed,Mxd
15,193.0,normexam,1.3101422,F,mixed,Mxd
15,194.0,normexam,1.1758492,M,mixed,Mxd
15,125.0,normexam,-1.438662,F,mixed,Mxd
15,121.0,normexam,0.1941492,M,mixed,Mxd
15,127.0,normexam,-0.623051,F,mixed,Mxd
15,129.0,normexam,-0.197611,F,mixed,Mxd
15,128.0,normexam,-0.555112,M,mixed,Mxd
15,131.0,normexam,-0.555112,M,mixed,Mxd
15,112.0,normexam,1.5792202,M,mixed,Mxd
15,113.0,normexam,-1.029067,F,mixed,Mxd
15,120.0,normexam,-0.062088,F,mixed,Mxd
15,118.0,normexam,-1.62373,M,mixed,Mxd
15,116.0,normexam,0.6787592,,mixed,Mxd
15,152.0,normexam,1.1094382,M,mixed,Mxd
15,148.0,normexam,-0.265159,M,mixed,Mxd
15,147.0,normexam,0.6107292,M,mixed,Mxd
15,133.0,normexam,0.7472282,M,mixed,Mxd
15,139.0,normexam,-0.419801,M,mixed,Mxd
15,136.0,normexam,-0.776109,M,mixed,Mxd
15,144.0,normexam,-0.623051,M,mixed,Mxd
15,145.0,normexam,-0.265159,F,mixed,Mxd
15,140.0,normexam,0.0043222,M,mixed,Mxd
16,101.0,normexam,0.4781942,F,girls,Sngl
16,104.0,normexam,-0.85267,F,girls,Sngl
16,105.0,normexam,0.7472282,F,girls,Sngl
16,98.0,normexam,1.0396082,F,girls,Sngl
16,100.0,normexam,0.8219882,F,girls,Sngl
16,99.0,normexam,-0.776109,F,girls,Sngl
16,113.0,normexam,-0.129085,F,girls,Sngl
16,112.0,normexam,0.0043222,F,girls,Sngl
16,106.0,normexam,0.6787592,F,girls,Sngl
16,108.0,normexam,-0.062088,F,girls,Sngl
16,111.0,normexam,-0.062088,F,girls,Sngl
16,116.0,normexam,-0.85267,F,girls,Sngl
16,85.0,normexam,0.1941492,F,girls,Sngl
16,86.0,normexam,0.0043222,F,girls,Sngl
16,87.0,normexam,-0.265159,F,girls,Sngl
16,81.0,normexam,-1.962075,F,girls,Sngl
16,96.0,normexam,0.6107292,F,girls,Sngl
16,94.0,normexam,0.0043222,F,girls,Sngl
16,95.0,normexam,-0.939378,F,girls,Sngl
16,89.0,normexam,0.3280722,F,girls,Sngl
16,92.0,normexam,-0.492781,F,girls,Sngl
16,90.0,normexam,0.4026692,F,girls,Sngl
16,91.0,normexam,-0.129085,F,girls,Sngl
16,78.0,normexam,-1.723882,F,girls,Sngl
16,117.0,normexam,-2.108644,F,girls,Sngl
16,122.0,normexam,-0.939378,F,girls,Sngl
16,124.0,normexam,0.3280722,F,girls,Sngl
16,125.0,normexam,0.3280722,F,girls,Sngl
16,119.0,normexam,-0.699505,F,girls,Sngl
16,121.0,normexam,-0.419801,F,girls,Sngl
16,120.0,normexam,-0.265159,F,girls,Sngl
16,135.0,normexam,-0.062088,F,girls,Sngl
16,133.0,normexam,-0.492781,F,girls,Sngl
16,134.0,normexam,-1.029067,F,girls,Sngl
16,127.0,normexam,-1.962075,F,girls,Sngl
16,128.0,normexam,0.3280722,F,girls,Sngl
16,131.0,normexam,-1.62373,F,girls,Sngl
16,129.0,normexam,0.4781942,F,girls,Sngl
16,27.0,normexam,0.8219882,F,girls,Sngl
16,26.0,normexam,-0.776109,F,girls,Sngl
16,28.0,normexam,0.6107292,F,girls,Sngl
16,29.0,normexam,-0.623051,F,girls,Sngl
16,22.0,normexam,-0.419801,F,girls,Sngl
16,25.0,normexam,-1.526653,F,girls,Sngl
16,21.0,normexam,-0.555112,F,girls,Sngl
16,36.0,normexam,-1.335315,F,girls,Sngl
16,35.0,normexam,-0.265159,F,girls,Sngl
16,37.0,normexam,-1.219486,F,girls,Sngl
16,33.0,normexam,-0.197611,F,girls,Sngl
16,38.0,normexam,-0.419801,F,girls,Sngl
16,6.0,normexam,-0.129085,F,girls,Sngl
16,8.0,normexam,-0.338842,F,girls,Sngl
16,1.0,normexam,-0.419801,F,girls,Sngl
16,2.0,normexam,-0.776109,F,girls,Sngl
16,17.0,normexam,-0.623051,F,girls,Sngl
16,15.0,normexam,0.1340672,F,girls,Sngl
16,14.0,normexam,0.1340672,F,girls,Sngl
16,16.0,normexam,0.6787592,F,girls,Sngl
16,9.0,normexam,0.4026692,F,girls,Sngl
16,10.0,normexam,0.6107292,F,girls,Sngl
16,13.0,normexam,1.2405332,F,girls,Sngl
16,11.0,normexam,-1.219486,F,girls,Sngl
16,77.0,normexam,0.0043222,F,girls,Sngl
16,63.0,normexam,0.1340672,F,girls,Sngl
16,62.0,normexam,-0.338842,F,girls,Sngl
16,65.0,normexam,0.9675862,F,girls,Sngl
16,66.0,normexam,0.6107292,,girls,Sngl
16,59.0,normexam,0.6787592,F,girls,Sngl
16,61.0,normexam,-0.555112,F,girls,Sngl
16,58.0,normexam,-0.129085,F,girls,Sngl
16,75.0,normexam,-0.265159,F,girls,Sngl
16,76.0,normexam,-0.699505,F,girls,Sngl
16,68.0,normexam,0.5443412,F,girls,Sngl
16,70.0,normexam,-1.219486,F,girls,Sngl
16,73.0,normexam,-0.939378,F,girls,Sngl
16,39.0,normexam,-0.776109,F,girls,Sngl
16,45.0,normexam,-0.338842,F,girls,Sngl
16,46.0,normexam,-0.338842,F,girls,Sngl
16,40.0,normexam,-0.492781,F,girls,Sngl
16,41.0,normexam,0.0043222,F,girls,Sngl
16,57.0,normexam,-0.85267,F,girls,Sngl
16,54.0,normexam,-0.129085,F,girls,Sngl
16,53.0,normexam,-0.776109,F,girls,Sngl
16,55.0,normexam,0.8965662,F,girls,Sngl
16,47.0,normexam,-0.776109,F,girls,Sngl
16,48.0,normexam,0.0043222,F,girls,Sngl
16,52.0,normexam,0.4026692,F,girls,Sngl
16,49.0,normexam,-0.699505,F,girls,Sngl
17,182.0,normexam,-0.85267,F,mixed,Mxd
17,174.0,normexam,0.3280722,F,mixed,Mxd
17,181.0,normexam,-2.510121,F,mixed,Mxd
17,176.0,normexam,-0.338842,M,mixed,Mxd
17,177.0,normexam,-0.265159,M,mixed,Mxd
17,173.0,normexam,-1.62373,M,mixed,Mxd
17,249.0,normexam,-0.197611,F,mixed,Mxd
17,247.0,normexam,-0.555112,F,mixed,Mxd
17,250.0,normexam,-1.219486,F,mixed,Mxd
17,251.0,normexam,-1.526653,F,mixed,Mxd
17,256.0,normexam,0.8219882,F,mixed,Mxd
17,237.0,normexam,0.0735362,F,mixed,Mxd
17,236.0,normexam,0.8965662,F,mixed,Mxd
17,243.0,normexam,-0.197611,F,mixed,Mxd
17,235.0,normexam,-0.85267,F,mixed,Mxd
17,270.0,normexam,0.5443412,M,mixed,Mxd
17,269.0,normexam,1.3747412,F,mixed,Mxd
17,271.0,normexam,-1.335315,F,mixed,Mxd
17,273.0,normexam,-1.118624,M,mixed,Mxd
17,261.0,normexam,-2.510121,F,mixed,Mxd
17,260.0,normexam,0.3280722,F,mixed,Mxd
17,265.0,normexam,-0.419801,F,mixed,Mxd
17,263.0,normexam,0.0735362,F,mixed,Mxd
17,264.0,normexam,-0.939378,F,mixed,Mxd
17,184.0,normexam,-0.265159,F,mixed,Mxd
17,197.0,normexam,0.0043222,M,mixed,Mxd
17,200.0,normexam,0.3280722,M,mixed,Mxd
17,204.0,normexam,-0.197611,F,mixed,Mxd
17,207.0,normexam,0.4026692,F,mixed,Mxd
17,186.0,normexam,0.3280722,F,mixed,Mxd
17,185.0,normexam,-0.419801,F,mixed,Mxd
17,191.0,normexam,-1.029067,M,mixed,Mxd
17,188.0,normexam,0.6107292,M,mixed,Mxd
17,190.0,normexam,-1.836687,M,mixed,Mxd
17,234.0,normexam,1.1758492,F,mixed,Mxd
17,229.0,normexam,-0.419801,M,mixed,Mxd
17,226.0,normexam,0.1340672,F,mixed,Mxd
17,225.0,normexam,1.1758492,M,mixed,Mxd
17,231.0,normexam,-0.555112,F,mixed,Mxd
17,232.0,normexam,1.3101422,F,mixed,Mxd
17,214.0,normexam,0.5443412,F,mixed,Mxd
17,223.0,normexam,-2.510121,F,mixed,Mxd
17,275.0,normexam,-1.118624,F,mixed,Mxd
17,59.0,normexam,-1.335315,M,mixed,Mxd
17,58.0,normexam,1.1094382,F,mixed,Mxd
17,60.0,normexam,0.4026692,M,mixed,Mxd
17,61.0,normexam,-0.338842,F,mixed,Mxd
17,62.0,normexam,-0.338842,F,mixed,Mxd
17,46.0,normexam,-0.129085,F,mixed,Mxd
17,44.0,normexam,0.2613242,F,mixed,Mxd
17,57.0,normexam,-0.776109,F,mixed,Mxd
17,49.0,normexam,-1.335315,M,mixed,Mxd
17,55.0,normexam,0.7472282,F,mixed,Mxd
17,43.0,normexam,0.8965662,F,mixed,Mxd
17,78.0,normexam,-0.419801,F,mixed,Mxd
17,83.0,normexam,-0.776109,F,mixed,Mxd
17,64.0,normexam,0.3280722,F,mixed,Mxd
17,68.0,normexam,1.5061852,M,mixed,Mxd
17,67.0,normexam,-0.197611,F,mixed,Mxd
17,73.0,normexam,0.2613242,F,mixed,Mxd
17,69.0,normexam,0.4026692,F,mixed,Mxd
17,72.0,normexam,-0.197611,F,mixed,Mxd
17,87.0,normexam,-1.438662,F,mixed,Mxd
17,13.0,normexam,-0.492781,F,mixed,Mxd
17,12.0,normexam,-0.939378,M,mixed,Mxd
17,18.0,normexam,1.4395322,F,mixed,Mxd
17,20.0,normexam,0.0043222,F,mixed,Mxd
17,2.0,normexam,-0.338842,F,mixed,Mxd
17,11.0,normexam,-1.118624,F,mixed,Mxd
17,10.0,normexam,0.0735362,F,mixed,Mxd
17,42.0,normexam,-1.219486,M,mixed,Mxd
17,35.0,normexam,-0.492781,F,mixed,Mxd
17,34.0,normexam,0.0043222,F,mixed,Mxd
17,41.0,normexam,-0.265159,F,mixed,Mxd
17,22.0,normexam,0.1340672,F,mixed,Mxd
17,27.0,normexam,0.1941492,M,mixed,Mxd
17,25.0,normexam,-1.029067,F,mixed,Mxd
17,32.0,normexam,-1.723882,M,mixed,Mxd
17,29.0,normexam,0.0043222,M,mixed,Mxd
17,31.0,normexam,-0.265159,,mixed,Mxd
17,172.0,normexam,-0.623051,F,mixed,Mxd
17,140.0,normexam,-0.623051,F,mixed,Mxd
17,137.0,normexam,-0.129085,M,mixed,Mxd
17,142.0,normexam,-0.338842,F,mixed,Mxd
17,144.0,normexam,-0.939378,F,mixed,Mxd
17,146.0,normexam,-0.939378,M,mixed,Mxd
17,129.0,normexam,-0.555112,F,mixed,Mxd
17,128.0,normexam,1.0396082,F,mixed,Mxd
17,132.0,normexam,-0.623051,F,mixed,Mxd
17,127.0,normexam,-1.836687,F,mixed,Mxd
17,165.0,normexam,0.6787592,F,mixed,Mxd
17,164.0,normexam,-1.526653,F,mixed,Mxd
17,161.0,normexam,0.7472282,F,mixed,Mxd
17,168.0,normexam,1.0396082,F,mixed,Mxd
17,169.0,normexam,-0.129085,F,mixed,Mxd
17,150.0,normexam,0.2613242,F,mixed,Mxd
17,155.0,normexam,0.4026692,F,mixed,Mxd
17,152.0,normexam,0.4026692,F,mixed,Mxd
17,160.0,normexam,1.3101422,F,mixed,Mxd
17,158.0,normexam,1.1758492,F,mixed,Mxd
17,88.0,normexam,-2.108644,F,mixed,Mxd
17,105.0,normexam,-0.062088,F,mixed,Mxd
17,106.0,normexam,-0.85267,F,mixed,Mxd
17,107.0,normexam,0.0735362,F,mixed,Mxd
17,108.0,normexam,0.2613242,F,mixed,Mxd
17,89.0,normexam,0.7472282,F,mixed,Mxd
17,95.0,normexam,-0.419801,M,mixed,Mxd
17,99.0,normexam,-0.419801,F,mixed,Mxd
17,125.0,normexam,1.0396082,F,mixed,Mxd
17,118.0,normexam,0.2613242,M,mixed,Mxd
17,117.0,normexam,0.4026692,F,mixed,Mxd
17,115.0,normexam,-0.492781,F,mixed,Mxd
17,122.0,normexam,0.6107292,F,mixed,Mxd
17,109.0,normexam,-0.338842,F,mixed,Mxd
17,111.0,normexam,-0.699505,F,mixed,Mxd
17,110.0,normexam,-0.85267,M,mixed,Mxd
17,112.0,normexam,-0.776109,F,mixed,Mxd
17,113.0,normexam,-3.059543,M,mixed,Mxd
18,153.0,normexam,-1.335315,F,girls,Sngl
18,145.0,normexam,2.2031212,F,girls,Sngl
18,152.0,normexam,-0.699505,F,girls,Sngl
18,168.0,normexam,-0.129085,F,girls,Sngl
18,157.0,normexam,-0.419801,F,girls,Sngl
18,164.0,normexam,0.8219882,F,girls,Sngl
18,161.0,normexam,-0.419801,F,girls,Sngl
18,127.0,normexam,-0.492781,F,girls,Sngl
18,129.0,normexam,-0.699505,F,girls,Sngl
18,121.0,normexam,-0.129085,F,girls,Sngl
18,125.0,normexam,0.6787592,F,girls,Sngl
18,123.0,normexam,0.7472282,F,girls,Sngl
18,141.0,normexam,-0.492781,F,girls,Sngl
18,139.0,normexam,-0.699505,F,girls,Sngl
18,133.0,normexam,-1.118624,F,girls,Sngl
18,134.0,normexam,-0.197611,F,girls,Sngl
18,119.0,normexam,0.3280722,F,girls,Sngl
18,223.0,normexam,0.0043222,F,girls,Sngl
18,211.0,normexam,0.9675862,F,girls,Sngl
18,213.0,normexam,-0.338842,F,girls,Sngl
18,209.0,normexam,0.4026692,F,girls,Sngl
18,235.0,normexam,0.0043222,F,girls,Sngl
18,224.0,normexam,0.5443412,F,girls,Sngl
18,227.0,normexam,-0.265159,F,girls,Sngl
18,228.0,normexam,-0.419801,F,girls,Sngl
18,171.0,normexam,-0.776109,F,girls,Sngl
18,186.0,normexam,-1.723882,F,girls,Sngl
18,175.0,normexam,-0.129085,F,girls,Sngl
18,201.0,normexam,-1.118624,F,girls,Sngl
18,204.0,normexam,0.2613242,F,girls,Sngl
18,192.0,normexam,-0.699505,F,girls,Sngl
18,195.0,normexam,1.2405332,F,girls,Sngl
18,200.0,normexam,-0.776109,F,girls,Sngl
18,198.0,normexam,0.4781942,F,girls,Sngl
18,236.0,normexam,-1.335315,F,girls,Sngl
18,43.0,normexam,0.1941492,F,girls,Sngl
18,44.0,normexam,0.8965662,F,girls,Sngl
18,38.0,normexam,1.6618062,F,girls,Sngl
18,40.0,normexam,-0.555112,F,girls,Sngl
18,36.0,normexam,-0.062088,F,girls,Sngl
18,53.0,normexam,0.5443412,F,girls,Sngl
18,55.0,normexam,-0.129085,F,girls,Sngl
18,46.0,normexam,1.4395322,F,girls,Sngl
18,47.0,normexam,0.0043222,F,girls,Sngl
18,51.0,normexam,0.0043222,F,girls,Sngl
18,56.0,normexam,-0.265159,F,girls,Sngl
18,12.0,normexam,0.2613242,F,girls,Sngl
18,14.0,normexam,-1.029067,F,girls,Sngl
18,1.0,normexam,0.0043222,F,girls,Sngl
18,11.0,normexam,-0.699505,F,girls,Sngl
18,6.0,normexam,-0.062088,F,girls,Sngl
18,31.0,normexam,-0.265159,F,girls,Sngl
18,26.0,normexam,-0.492781,F,girls,Sngl
18,21.0,normexam,-0.623051,F,girls,Sngl
18,25.0,normexam,1.4395322,F,girls,Sngl
18,22.0,normexam,-1.118624,F,girls,Sngl
18,118.0,normexam,0.6787592,F,girls,Sngl
18,91.0,normexam,-0.265159,F,girls,Sngl
18,96.0,normexam,-0.129085,F,girls,Sngl
18,99.0,normexam,0.8219882,F,girls,Sngl
18,87.0,normexam,-0.265159,F,girls,Sngl
18,85.0,normexam,1.5061852,F,girls,Sngl
18,83.0,normexam,0.2613242,F,girls,Sngl
18,112.0,normexam,-0.129085,F,girls,Sngl
18,102.0,normexam,1.4395322,F,girls,Sngl
18,108.0,normexam,-0.939378,F,girls,Sngl
18,58.0,normexam,0.6787592,F,girls,Sngl
18,64.0,normexam,0.9675862,F,girls,Sngl
18,71.0,normexam,0.6787592,F,girls,Sngl
18,59.0,normexam,-0.699505,F,girls,Sngl
18,62.0,normexam,1.3747412,F,girls,Sngl
18,61.0,normexam,-0.419801,F,girls,Sngl
18,82.0,normexam,-1.219486,F,girls,Sngl
18,79.0,normexam,-0.419801,F,girls,Sngl
18,78.0,normexam,-0.623051,F,girls,Sngl
18,72.0,normexam,-1.438662,F,girls,Sngl
18,74.0,normexam,-1.029067,F,girls,Sngl
18,244.0,normexam,0.6107292,F,girls,Sngl
18,303.0,normexam,0.9675862,F,girls,Sngl
18,305.0,normexam,1.4395322,F,girls,Sngl
18,302.0,normexam,-0.492781,F,girls,Sngl
18,301.0,normexam,-0.555112,F,girls,Sngl
18,288.0,normexam,1.3101422,F,girls,Sngl
18,290.0,normexam,0.7472282,F,girls,Sngl
18,282.0,normexam,-1.029067,F,girls,Sngl
18,300.0,normexam,1.2405332,F,girls,Sngl
18,298.0,normexam,-0.129085,F,girls,Sngl
18,292.0,normexam,-1.962075,F,girls,Sngl
18,294.0,normexam,0.4781942,F,girls,Sngl
18,281.0,normexam,-0.85267,F,girls,Sngl
18,336.0,normexam,-1.029067,F,girls,Sngl
18,335.0,normexam,0.3280722,F,girls,Sngl
18,330.0,normexam,-2.108644,F,girls,Sngl
18,341.0,normexam,-1.029067,F,girls,Sngl
18,338.0,normexam,0.0043222,F,girls,Sngl
18,340.0,normexam,1.1758492,F,girls,Sngl
18,312.0,normexam,0.3280722,F,girls,Sngl
18,319.0,normexam,-0.776109,F,girls,Sngl
18,313.0,normexam,0.8219882,F,girls,Sngl
18,328.0,normexam,1.0396082,F,girls,Sngl
18,320.0,normexam,0.8965662,F,girls,Sngl
18,324.0,normexam,0.3280722,F,girls,Sngl
18,342.0,normexam,0.6787592,F,girls,Sngl
18,278.0,normexam,0.9675862,F,girls,Sngl
18,265.0,normexam,0.8219882,F,girls,Sngl
18,269.0,normexam,-0.939378,F,girls,Sngl
18,260.0,normexam,0.0735362,F,girls,Sngl
18,259.0,normexam,0.0735362,F,girls,Sngl
18,277.0,normexam,-0.129085,F,girls,Sngl
18,274.0,normexam,0.4781942,F,girls,Sngl
18,275.0,normexam,0.2613242,F,girls,Sngl
18,255.0,normexam,0.0735362,F,girls,Sngl
18,251.0,normexam,0.4026692,F,girls,Sngl
18,254.0,normexam,-0.129085,F,girls,Sngl
18,238.0,normexam,-0.555112,F,girls,Sngl
18,242.0,normexam,-0.338842,F,girls,Sngl
18,243.0,normexam,0.5443412,F,girls,Sngl
18,239.0,normexam,0.0043222,F,girls,Sngl
19,70.0,normexam,-1.62373,M,mixed,Mxd
19,69.0,normexam,0.3280722,F,mixed,Mxd
19,74.0,normexam,0.4781942,M,mixed,Mxd
19,76.0,normexam,1.4395322,F,mixed,Mxd
19,71.0,normexam,-0.129085,M,mixed,Mxd
19,73.0,normexam,1.5792202,F,mixed,Mxd
19,72.0,normexam,1.3101422,F,mixed,Mxd
19,77.0,normexam,-1.029067,M,mixed,Mxd
19,1.0,normexam,-0.338842,M,mixed,Mxd
19,4.0,normexam,0.2613242,M,mixed,Mxd
19,67.0,normexam,0.4781942,M,mixed,Mxd
19,64.0,normexam,0.6107292,F,mixed,Mxd
19,65.0,normexam,-0.776109,M,mixed,Mxd
19,60.0,normexam,1.4395322,F,mixed,Mxd
19,61.0,normexam,-0.623051,M,mixed,Mxd
19,5.0,normexam,-1.335315,M,mixed,Mxd
19,78.0,normexam,1.4395322,F,mixed,Mxd
19,82.0,normexam,-0.062088,M,mixed,Mxd
19,84.0,normexam,1.3101422,M,mixed,Mxd
19,81.0,normexam,-0.776109,M,mixed,Mxd
19,79.0,normexam,-0.699505,M,mixed,Mxd
19,85.0,normexam,1.9771072,F,mixed,Mxd
19,87.0,normexam,0.7472282,F,mixed,Mxd
19,57.0,normexam,-0.062088,M,mixed,Mxd
19,39.0,normexam,-0.623051,M,mixed,Mxd
19,43.0,normexam,0.9675862,M,mixed,Mxd
19,44.0,normexam,-0.623051,F,mixed,Mxd
19,35.0,normexam,-0.776109,F,mixed,Mxd
19,34.0,normexam,-0.197611,F,mixed,Mxd
19,38.0,normexam,0.4026692,M,mixed,Mxd
19,36.0,normexam,-0.129085,M,mixed,Mxd
19,37.0,normexam,0.4781942,M,mixed,Mxd
19,33.0,normexam,-0.197611,M,mixed,Mxd
19,54.0,normexam,0.0043222,F,mixed,Mxd
19,52.0,normexam,0.2613242,F,mixed,Mxd
19,55.0,normexam,0.5443412,M,mixed,Mxd
19,46.0,normexam,0.4026692,M,mixed,Mxd
19,51.0,normexam,1.1094382,M,mixed,Mxd
19,18.0,normexam,0.6787592,M,mixed,Mxd
19,15.0,normexam,0.7472282,M,mixed,Mxd
19,21.0,normexam,-0.699505,M,mixed,Mxd
19,19.0,normexam,-0.776109,M,mixed,Mxd
19,20.0,normexam,1.5792202,F,mixed,Mxd
19,9.0,normexam,-1.219486,M,mixed,Mxd
19,7.0,normexam,-0.623051,F,mixed,Mxd
19,13.0,normexam,1.7348992,F,mixed,Mxd
19,12.0,normexam,0.0735362,F,mixed,Mxd
19,11.0,normexam,0.4026692,F,mixed,Mxd
19,31.0,normexam,0.5443412,M,mixed,Mxd
19,23.0,normexam,-1.526653,F,mixed,Mxd
19,30.0,normexam,1.6618062,M,mixed,Mxd
19,28.0,normexam,0.2613242,F,mixed,Mxd
19,29.0,normexam,-0.699505,M,mixed,Mxd
20,28.0,normexam,-0.939378,M,mixed,Mxd
20,51.0,normexam,0.8965662,M,mixed,Mxd
20,52.0,normexam,0.1941492,M,mixed,Mxd
20,44.0,normexam,-0.265159,M,mixed,Mxd
20,53.0,normexam,-0.623051,F,mixed,Mxd
20,55.0,normexam,1.8138272,F,mixed,Mxd
20,54.0,normexam,0.0735362,M,mixed,Mxd
20,34.0,normexam,1.3747412,M,mixed,Mxd
20,35.0,normexam,-2.291731,M,mixed,Mxd
20,30.0,normexam,-0.062088,F,mixed,Mxd
20,29.0,normexam,1.3101422,M,mixed,Mxd
20,43.0,normexam,-0.419801,F,mixed,Mxd
20,42.0,normexam,0.0735362,F,mixed,Mxd
20,38.0,normexam,0.5443412,M,mixed,Mxd
20,40.0,normexam,1.3101422,,mixed,Mxd
20,39.0,normexam,-0.129085,,mixed,Mxd
20,1.0,normexam,-0.197611,F,mixed,Mxd
20,22.0,normexam,1.1094382,M,mixed,Mxd
20,18.0,normexam,1.0396082,M,mixed,Mxd
20,24.0,normexam,-0.265159,M,mixed,Mxd
20,26.0,normexam,-0.338842,F,mixed,Mxd
20,27.0,normexam,0.1340672,M,mixed,Mxd
20,8.0,normexam,1.6618062,M,mixed,Mxd
20,10.0,normexam,1.2405332,F,mixed,Mxd
20,15.0,normexam,0.6787592,F,mixed,Mxd
20,60.0,normexam,1.2405332,F,mixed,Mxd
20,65.0,normexam,1.5792202,F,mixed,Mxd
20,69.0,normexam,0.1941492,M,mixed,Mxd
20,64.0,normexam,0.6107292,M,mixed,Mxd
20,63.0,normexam,1.2405332,M,mixed,Mxd
20,77.0,normexam,0.8965662,,mixed,Mxd
20,76.0,normexam,1.0396082,M,mixed,Mxd
20,70.0,normexam,-0.197611,F,mixed,Mxd
20,74.0,normexam,0.9675862,M,mixed,Mxd
20,72.0,normexam,0.3280722,F,mixed,Mxd
21,31.0,normexam,-0.419801,F,girls,Sngl
21,30.0,normexam,0.6787592,F,girls,Sngl
21,32.0,normexam,0.7472282,F,girls,Sngl
21,34.0,normexam,-0.338842,F,girls,Sngl
21,29.0,normexam,-0.492781,F,girls,Sngl
21,27.0,normexam,0.3280722,F,girls,Sngl
21,28.0,normexam,0.3280722,F,girls,Sngl
21,25.0,normexam,0.6107292,F,girls,Sngl
21,44.0,normexam,0.4026692,F,girls,Sngl
21,43.0,normexam,0.4026692,F,girls,Sngl
21,45.0,normexam,1.1094382,F,girls,Sngl
21,46.0,normexam,-0.062088,,girls,Sngl
21,36.0,normexam,1.3101422,F,girls,Sngl
21,37.0,normexam,1.4395322,F,girls,Sngl
21,42.0,normexam,0.4026692,F,girls,Sngl
21,38.0,normexam,1.1758492,F,girls,Sngl
21,41.0,normexam,1.9003352,,girls,Sngl
21,47.0,normexam,0.0043222,F,girls,Sngl
21,8.0,normexam,1.1758492,F,girls,Sngl
21,9.0,normexam,1.1094382,F,girls,Sngl
21,10.0,normexam,0.6107292,F,girls,Sngl
21,11.0,normexam,-0.338842,F,girls,Sngl
21,2.0,normexam,-1.029067,F,girls,Sngl
21,3.0,normexam,1.7348992,F,girls,Sngl
21,4.0,normexam,0.1340672,F,girls,Sngl
21,23.0,normexam,1.1758492,F,girls,Sngl
21,20.0,normexam,1.9003352,,girls,Sngl
21,19.0,normexam,0.4026692,F,girls,Sngl
21,21.0,normexam,-0.699505,F,girls,Sngl
21,22.0,normexam,0.0043222,F,girls,Sngl
21,12.0,normexam,0.5443412,F,girls,Sngl
21,15.0,normexam,0.2613242,F,girls,Sngl
21,14.0,normexam,0.8965662,F,girls,Sngl
21,18.0,normexam,1.1094382,F,girls,Sngl
21,16.0,normexam,1.3747412,F,girls,Sngl
21,1.0,normexam,0.7472282,F,girls,Sngl
21,76.0,normexam,-0.197611,,girls,Sngl
21,75.0,normexam,-1.118624,F,girls,Sngl
21,79.0,normexam,1.4395322,F,girls,Sngl
21,80.0,normexam,1.1094382,F,girls,Sngl
21,70.0,normexam,0.0735362,F,girls,Sngl
21,74.0,normexam,-1.219486,F,girls,Sngl
21,72.0,normexam,0.6787592,F,girls,Sngl
21,73.0,normexam,-0.265159,F,girls,Sngl
21,69.0,normexam,1.2405332,F,girls,Sngl
21,88.0,normexam,-0.197611,F,girls,Sngl
21,87.0,normexam,0.9675862,F,girls,Sngl
21,91.0,normexam,-0.492781,F,girls,Sngl
21,92.0,normexam,-1.62373,F,girls,Sngl
21,82.0,normexam,0.8965662,F,girls,Sngl
21,83.0,normexam,0.2613242,F,girls,Sngl
21,86.0,normexam,0.4026692,,girls,Sngl
21,84.0,normexam,0.1941492,F,girls,Sngl
21,48.0,normexam,0.0043222,F,girls,Sngl
21,54.0,normexam,0.0735362,F,girls,Sngl
21,53.0,normexam,0.0043222,F,girls,Sngl
21,55.0,normexam,-0.623051,F,girls,Sngl
21,56.0,normexam,1.1094382,F,girls,Sngl
21,57.0,normexam,0.1941492,F,girls,Sngl
21,49.0,normexam,1.3747412,,girls,Sngl
21,52.0,normexam,0.1941492,F,girls,Sngl
21,50.0,normexam,0.4026692,F,girls,Sngl
21,51.0,normexam,-0.129085,F,girls,Sngl
21,67.0,normexam,-0.062088,F,girls,Sngl
21,65.0,normexam,1.5061852,F,girls,Sngl
21,64.0,normexam,0.4026692,F,girls,Sngl
21,66.0,normexam,0.6787592,F,girls,Sngl
21,60.0,normexam,0.0043222,F,girls,Sngl
21,59.0,normexam,1.5792202,F,girls,Sngl
21,63.0,normexam,-0.265159,F,girls,Sngl
21,61.0,normexam,-0.197611,F,girls,Sngl
21,62.0,normexam,-0.338842,F,girls,Sngl
22,30.0,normexam,-0.265159,F,mixed,Mxd
22,37.0,normexam,1.7348992,M,mixed,Mxd
22,39.0,normexam,-1.526653,F,mixed,Mxd
22,32.0,normexam,0.8965662,M,mixed,Mxd
